publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
Notes and Queries	0029-3970	1471-6941	1997	s8-XI	274	1997	s8-XI	274	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33363137353835333332%2332323738373834323730				fulltext		
Nouvelle Revue d'Optique	0335-7368		1973	4	1	1976	7	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2333353037383631343734				fulltext		
Nouvelle Revue d'Optique Appliquée	0029-4780		1970	1	1	1972	3	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2333353738333732323934				fulltext		
Novum Testamentum	0048-1009	1568-5365	1956	1	2	1960	4	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331313735323039353130				fulltext		
Novum Testamentum	0048-1009	1568-5365	1962	5	1	2009	51	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331313735323039353130				fulltext		
Nuclear Fusion	0029-5515		1992	32	1	1998	38	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%23393832333931323030				fulltext		
Nucleic Acids Research	0305-1048	1362-4962	1974	1	1	1995	23	24	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333373639383939393537				fulltext		
Numen	0029-5973	1568-5276	1954	1	1	2009	56	5	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332343038353635333333				fulltext		
Nuncius	0394-7394	1825-3911	2000	15	1	2009	24	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%233233333633393535				fulltext		
Nutrition Research Reviews	0954-4224	1475-2700	1988	1	1	2004	17	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331363339343438383631				fulltext		
Nutrition Research Reviews	0954-4224	1475-2700	2010	23	1	2010	23	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331363339343438383631				fulltext		
Occupational Medicine	0962-7480	1471-8405	1948	os-1	1	1949	os-1	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%23393032393037343038				fulltext		
Occupational Medicine	0962-7480	1471-8405	1951	1	1	1995	45	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%23393032393037343038				fulltext		
Ocean Yearbook Online	0191-8575	2211-6001	2000	14	1	2003	17	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23373236393032393139				fulltext		
Ocean Yearbook Online	0191-8575	2211-6001	2007	21	1	2008	22	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23373236393032393139				fulltext		
Oceania	0029-8077		1930	1		1996	66	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333323137333336333935				fulltext		
Organic & Biomolecular Chemistry	1477-0520	1477-0539			Advance Articles			Advance Articles	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2332343339383135363433				fulltext		
Organic & Biomolecular Chemistry	1477-0520	1477-0539	2003	1	1	2007	5	24	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2332343339383135363433				fulltext		
Oriens	0078-6527	1877-8372	2009	37	1	2009	37	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334313337353831393132				fulltext		
Oryx	0030-6053	1365-3008	1950	1	1	2001	35	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23333538393435303136				fulltext		
Oud Holland - Quarterly for Dutch Art History	0030-672X	1875-0176	2000	114	1	2001	115	3-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23313733323537323031				fulltext		
Oud Holland - Quarterly for Dutch Art History	0030-672X	1875-0176	2003	116	1	2009	122	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23313733323537323031				fulltext		
Oxford Art Journal	0142-6540	1741-7287	1978	1	1	1995	18	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%23373131323331313735				fulltext		
Oxford Economic Papers	0030-7653	1464-3812	1938	os-1	1	1942	os-6	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333353830373639303938				fulltext		
Oxford Economic Papers	0030-7653	1464-3812	1945	os-7	1	1945	os-7	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333353830373639303938				fulltext		
Oxford Economic Papers	0030-7653	1464-3812	1947	os-8	1	1947	os-8	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333353830373639303938				fulltext		
Oxford Economic Papers	0030-7653	1464-3812	1949	1	1	1954	6	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333353830373639303938				fulltext		
Oxford Economic Papers	0030-7653	1464-3812	1956	8	1	1995	47	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333353830373639303938				fulltext		
Oxford Journal of Legal Studies	0143-6503	1464-3820	1981	1	1	1995	15	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333353034343136363234				fulltext		
Oxford Review of Economic Policy	0266-903X	1460-2121	1985	1	1	1995	11	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333333637323534363238				fulltext		
Parasitology	0031-1820	1469-8161	1908	1	1	1996	113	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333393136333534393533				fulltext		
Parliamentary Affairs	0031-2290	1460-2482	1965	19	1	1974	28	1974sep	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331363039333936383636				fulltext		
Parliamentary Affairs	0031-2290	1460-2482	1978	32	1	1979	33	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331363039333936383636				fulltext		
Parliamentary Affairs	0031-2290	1460-2482	1983	36	1	1995	48	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331363039333936383636				fulltext		
Passages	1388-4433	1569-1675	2000	2	1	2001	3	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23383330383331363537				fulltext		
Past & Present	0031-2746	1477-464X	1952	1	1	1995	149	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333343935333637303836				fulltext		
PCCP (Physical Chemistry Chemical Physics)	1463-9076	1463-9084	1999	1	1	2007	9	48	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2331363536353334353830				fulltext		
Pedagogical Seminary	0022-1325		1891	1	1	1892	2	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%23363433343937363537				fulltext		
Pedagogical Seminary	0022-1325		1894	3	1	1898	6		https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%23363433343937363537				fulltext		
Pedagogical Seminary	0022-1325		1900	7		1924	31		https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%23363433343937363537				fulltext		
Pedagogical Seminary and Journal of Genetic Psychology	0022-1325		1925	32		1953	83		https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333343634383931333232				fulltext		
Perspectives on Global Development and Technology	1569-1500	1569-1497	2000	16	1	2009	8	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331393632343334393532				fulltext		
Philological Quarterly	0031-7977		1922	1		1990	69	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%23353734363838363234				fulltext		
Philosophia Mathematica	0031-8019	1744-6406	1993	1	1	1995	3	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331303432303939363433				fulltext		
Philosophy	0031-8191	1469-817X	1926	1	1	1997	72	282	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333333839393638343137				fulltext		
Philosophy Today	0031-8256		1957	1	1	1995	39	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2331303032313136393032				fulltext		
Phonology	0952-6757	1469-8188	1988	5	1	1989	6	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334303632383137333330				fulltext		
Phonology	0952-6757	1469-8188	1991	8	1	1996	13	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334303632383137333330				fulltext		
Photochemical & Photobiological Sciences	1474-905X	1474-9092	2002	1	1	2007	6	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2332353936313634393732				fulltext		
Phronesis	0031-8868	1568-5284	1991	36	1	2004	49	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23333433383333313237				fulltext		
Phronesis	0031-8868	1568-5284	2009	54	1	2009	54	4-5	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23333433383333313237				fulltext		
Phronesis: A journal for Ancient Philosophy	0031-8868	1568-5284	1955	1	1	1955	1	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334303332323434323430				fulltext		
Phronesis: A journal for Ancient Philosophy	0031-8868	1568-5284	1955	1	1	1955	1	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334303332323434323430				fulltext		
Phronesis: A journal for Ancient Philosophy	0031-8868	1568-5284	1957	2	1	1990	35	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334303332323434323430				fulltext		
Phronesis: A journal for Ancient Philosophy	0031-8868	1568-5284	1957	2	1	1990	35	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334303332323434323430				fulltext		
Phronesis: A journal for Ancient Philosophy	0031-8868	1568-5284	2003	48	2	2008	53	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334303332323434323430				fulltext		
Phronesis: A journal for Ancient Philosophy	0031-8868	1568-5284	2003	48	2	2008	53	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334303332323434323430				fulltext		
PhysChemComm		1460-2733	1998	1	1	2003	6	16	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2331363333373535393038				fulltext		
Physics Education	0031-9120		1966	1	1	1998	33	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2331383530373235363530				fulltext		
Physics in Medicine and Biology	0031-9155		1956	1	1	1998	43	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2333323339313437343630				fulltext		
Physics in Technology	0305-4624		1973	4	1	1988	19	5-6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2332323635393230323037				fulltext		
Physiological Measurement	0967-3334		1993	14	4A	1998	19	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2333383736353734353338				fulltext		
Plainsong and Medieval Music	0961-1371	1474-0087	1992	1	1	1999	8	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2334313936343732383437				fulltext		
Planning Outlook	0032-0714		1966	1	1-2	1979	22	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2333343532383734323739				fulltext		
Planning Outlook	0032-0714		1981	23	1	1991	34	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2333343532383734323739				fulltext		
Planning Perspectives	0266-5433	1466-4518	1986	1	1	1996	11	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2331393636313834353633				fulltext		
Planning Practice and Research	0269-7459	1360-0583	1986	1	1	1996	11	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2333363834353839323533				fulltext		
Plant and Cell Physiology	0032-0781	1471-9053	1959	1	1	1995	36	8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333343939383430393336				fulltext		
Plasma Physics	0032-1028		1967	9	1	1983	25	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2332383538303037353738				fulltext		
Plasma Physics and Controlled Fusion	0741-3335		1984	26	1B	1998	40	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2333363534353133363132				fulltext		
Plasma Sources Science and Technology	0963-0252		1992	1	1	1998	7	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%23313538373635383738				fulltext		
Pneuma	0272-0965	1570-0747	1979	1	1	2009	31	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23373935353131323534				fulltext		
Polar Record	0032-2474	1475-3057	1931	1	1	2002	38	207	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23313438303532393737				fulltext		
Political Analysis	1047-1987	1476-4989	1989	1	1	1993	5	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332333635383230303535				fulltext		
Political Research Quarterly	1065-9129		1993	46	1	1995	48	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2333313635393435363232				fulltext		
Popular Music	0261-1430	1474-0095	1987	6	1	1999	18	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332373236373230303837				fulltext		
Probability in the Engineering and Informational Sciences	0269-9648	1469-8951	1987	1	1	1998	12	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23313232303938353937				fulltext		
Proceedings of the Analytical Division of the Chemical Society	0306-1396		1975	12		1979	16	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%23313136393136333037				fulltext		
Proceedings of the Chemical Society	0369-8718		1958		June	1959		June-July	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2332343034333730373838				fulltext		
Proceedings of the Chemical Society, London	0369-8718		1885	1		1914	30	436	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2332303730353739333237				fulltext		
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1883	1		1898	17		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332333734383437343633				fulltext		
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1900	18		1907	26		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332333734383437343633				fulltext		
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1909	27		1925	44		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332333734383437343633				fulltext		
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1927	1	1	1942	7	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332333734383437343633				fulltext		
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1945	7	2	1950	8	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332333734383437343633				fulltext		
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1953	9	1	1954	10	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332333734383437343633				fulltext		
Proceedings of the Edinburgh Mathematical Society	0013-0915	1464-3839	1956	9	3	1998	41	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332333734383437343633				fulltext		
Proceedings of the Glasgow Mathematical Association	2040-6185		1952	1	1	1966	7	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331383934363835383635				fulltext		
Proceedings of the ICE - Civil Engineering	0965-089X	1751-7672	1992	92	special issue	2001	144	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33333337363337383230%2334303334313235323032				fulltext		
Proceedings of the ICE - Geotechnical Engineering	1353-2618		1994	107	1	1998	131	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33333337363337383230%2331353931323333363832				fulltext		
Proceedings of the ICE - Geotechnical Engineering	1353-2618		2001	149	1	2001	149	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33333337363337383230%2331353931323333363832				fulltext		
